The U.S. Department of State Data Use Statement at http://: applies to these and all data available from the Ulaanbaatar Mongolia air quality monitoring program.,,,,,,,,,,
Ulaanbaatar Air Quality Monitoring program January-2017,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,AQI,Duration
Ulaanbaatar,PM2.5,1/1/17 0:00,2017,1,1,0,0.174,mg/m³,224,1 Hr
Ulaanbaatar,PM2.5,1/1/17 1:00,2017,1,1,1,0.128,mg/m³,188,1 Hr
Ulaanbaatar,PM2.5,1/1/17 2:00,2017,1,1,2,0.106,mg/m³,177,1 Hr
Ulaanbaatar,PM2.5,1/1/17 3:00,2017,1,1,3,0.069,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/1/17 4:00,2017,1,1,4,0.041,mg/m³,115,1 Hr
Ulaanbaatar,PM2.5,1/1/17 5:00,2017,1,1,5,0.039,mg/m³,110,1 Hr
Ulaanbaatar,PM2.5,1/1/17 6:00,2017,1,1,6,0.027,mg/m³,82,1 Hr
Ulaanbaatar,PM2.5,1/1/17 7:00,2017,1,1,7,0.017,mg/m³,61,1 Hr
Ulaanbaatar,PM2.5,1/1/17 8:00,2017,1,1,8,0.018,mg/m³,63,1 Hr
Ulaanbaatar,PM2.5,1/1/17 9:00,2017,1,1,9,0.024,mg/m³,76,1 Hr
Ulaanbaatar,PM2.5,1/1/17 10:00,2017,1,1,10,0.028,mg/m³,84,1 Hr
Ulaanbaatar,PM2.5,1/1/17 11:00,2017,1,1,11,0.041,mg/m³,115,1 Hr
Ulaanbaatar,PM2.5,1/1/17 12:00,2017,1,1,12,0.055,mg/m³,149,1 Hr
Ulaanbaatar,PM2.5,1/1/17 13:00,2017,1,1,13,0.057,mg/m³,152,1 Hr
Ulaanbaatar,PM2.5,1/1/17 14:00,2017,1,1,14,0.034,mg/m³,97,1 Hr
Ulaanbaatar,PM2.5,1/1/17 15:00,2017,1,1,15,0.022,mg/m³,72,1 Hr
Ulaanbaatar,PM2.5,1/1/17 16:00,2017,1,1,16,0.013,mg/m³,53,1 Hr
Ulaanbaatar,PM2.5,1/1/17 17:00,2017,1,1,17,0.023,mg/m³,74,1 Hr
Ulaanbaatar,PM2.5,1/1/17 18:00,2017,1,1,18,0.07,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/1/17 19:00,2017,1,1,19,0.042,mg/m³,117,1 Hr
Ulaanbaatar,PM2.5,1/1/17 20:00,2017,1,1,20,0.095,mg/m³,171,1 Hr
Ulaanbaatar,PM2.5,1/1/17 21:00,2017,1,1,21,0.297,mg/m³,338,1 Hr
Ulaanbaatar,PM2.5,1/1/17 22:00,2017,1,1,22,0.354,mg/m³,384,1 Hr
Ulaanbaatar,PM2.5,1/1/17 23:00,2017,1,1,23,0.258,mg/m³,307,1 Hr
Ulaanbaatar,PM2.5,1/2/17 0:00,2017,1,2,0,0.275,mg/m³,321,1 Hr
Ulaanbaatar,PM2.5,1/2/17 1:00,2017,1,2,1,0.389,mg/m³,411,1 Hr
Ulaanbaatar,PM2.5,1/2/17 2:00,2017,1,2,2,0.42,mg/m³,436,1 Hr
Ulaanbaatar,PM2.5,1/2/17 3:00,2017,1,2,3,0.363,mg/m³,391,1 Hr
Ulaanbaatar,PM2.5,1/2/17 4:00,2017,1,2,4,0.233,mg/m³,283,1 Hr
Ulaanbaatar,PM2.5,1/2/17 5:00,2017,1,2,5,0.193,mg/m³,243,1 Hr
Ulaanbaatar,PM2.5,1/2/17 6:00,2017,1,2,6,0.248,mg/m³,298,1 Hr
Ulaanbaatar,PM2.5,1/2/17 7:00,2017,1,2,7,0.235,mg/m³,285,1 Hr
Ulaanbaatar,PM2.5,1/2/17 8:00,2017,1,2,8,0.35,mg/m³,380,1 Hr
Ulaanbaatar,PM2.5,1/2/17 9:00,2017,1,2,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 10:00,2017,1,2,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 11:00,2017,1,2,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 12:00,2017,1,2,12,0.066,mg/m³,156,1 Hr
Ulaanbaatar,PM2.5,1/2/17 13:00,2017,1,2,13,0.093,mg/m³,170,1 Hr
Ulaanbaatar,PM2.5,1/2/17 14:00,2017,1,2,14,0.053,mg/m³,144,1 Hr
Ulaanbaatar,PM2.5,1/2/17 15:00,2017,1,2,15,0.069,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/2/17 16:00,2017,1,2,16,0.114,mg/m³,181,1 Hr
Ulaanbaatar,PM2.5,1/2/17 17:00,2017,1,2,17,0.094,mg/m³,171,1 Hr
Ulaanbaatar,PM2.5,1/2/17 18:00,2017,1,2,18,0.103,mg/m³,176,1 Hr
Ulaanbaatar,PM2.5,1/2/17 19:00,2017,1,2,19,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 20:00,2017,1,2,20,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 21:00,2017,1,2,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 22:00,2017,1,2,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/2/17 23:00,2017,1,2,23,0.363,mg/m³,391,1 Hr
Ulaanbaatar,PM2.5,1/3/17 0:00,2017,1,3,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 1:00,2017,1,3,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 2:00,2017,1,3,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 3:00,2017,1,3,3,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 4:00,2017,1,3,4,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 5:00,2017,1,3,5,0.239,mg/m³,289,1 Hr
Ulaanbaatar,PM2.5,1/3/17 6:00,2017,1,3,6,0.16,mg/m³,210,1 Hr
Ulaanbaatar,PM2.5,1/3/17 7:00,2017,1,3,7,0.197,mg/m³,247,1 Hr
Ulaanbaatar,PM2.5,1/3/17 8:00,2017,1,3,8,0.202,mg/m³,252,1 Hr
Ulaanbaatar,PM2.5,1/3/17 9:00,2017,1,3,9,0.313,mg/m³,351,1 Hr
Ulaanbaatar,PM2.5,1/3/17 10:00,2017,1,3,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 11:00,2017,1,3,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 12:00,2017,1,3,12,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 13:00,2017,1,3,13,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 14:00,2017,1,3,14,0.19,mg/m³,240,1 Hr
Ulaanbaatar,PM2.5,1/3/17 15:00,2017,1,3,15,0.123,mg/m³,186,1 Hr
Ulaanbaatar,PM2.5,1/3/17 16:00,2017,1,3,16,0.158,mg/m³,208,1 Hr
Ulaanbaatar,PM2.5,1/3/17 17:00,2017,1,3,17,0.156,mg/m³,206,1 Hr
Ulaanbaatar,PM2.5,1/3/17 18:00,2017,1,3,18,0.19,mg/m³,240,1 Hr
Ulaanbaatar,PM2.5,1/3/17 19:00,2017,1,3,19,0.239,mg/m³,289,1 Hr
Ulaanbaatar,PM2.5,1/3/17 20:00,2017,1,3,20,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 21:00,2017,1,3,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 22:00,2017,1,3,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/3/17 23:00,2017,1,3,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 0:00,2017,1,4,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 1:00,2017,1,4,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 2:00,2017,1,4,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 3:00,2017,1,4,3,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 4:00,2017,1,4,4,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 5:00,2017,1,4,5,0.416,mg/m³,433,1 Hr
Ulaanbaatar,PM2.5,1/4/17 6:00,2017,1,4,6,0.321,mg/m³,357,1 Hr
Ulaanbaatar,PM2.5,1/4/17 7:00,2017,1,4,7,0.443,mg/m³,455,1 Hr
Ulaanbaatar,PM2.5,1/4/17 8:00,2017,1,4,8,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 9:00,2017,1,4,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 10:00,2017,1,4,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 11:00,2017,1,4,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 12:00,2017,1,4,12,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/4/17 13:00,2017,1,4,13,0.025,mg/m³,78,1 Hr
Ulaanbaatar,PM2.5,1/4/17 14:00,2017,1,4,14,0.018,mg/m³,63,1 Hr
Ulaanbaatar,PM2.5,1/4/17 17:00,2017,1,4,17,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 18:00,2017,1,4,18,0.044,mg/m³,122,1 Hr
Ulaanbaatar,PM2.5,1/4/17 19:00,2017,1,4,19,0.091,mg/m³,169,1 Hr
Ulaanbaatar,PM2.5,1/4/17 20:00,2017,1,4,20,0.107,mg/m³,178,1 Hr
Ulaanbaatar,PM2.5,1/4/17 21:00,2017,1,4,21,0.07,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/4/17 22:00,2017,1,4,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/4/17 23:00,2017,1,4,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 0:00,2017,1,5,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 1:00,2017,1,5,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 2:00,2017,1,5,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 3:00,2017,1,5,3,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 4:00,2017,1,5,4,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 5:00,2017,1,5,5,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 6:00,2017,1,5,6,0.376,mg/m³,401,1 Hr
Ulaanbaatar,PM2.5,1/5/17 7:00,2017,1,5,7,0.381,mg/m³,405,1 Hr
Ulaanbaatar,PM2.5,1/5/17 8:00,2017,1,5,8,0.319,mg/m³,356,1 Hr
Ulaanbaatar,PM2.5,1/5/17 9:00,2017,1,5,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 10:00,2017,1,5,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 11:00,2017,1,5,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/5/17 12:00,2017,1,5,12,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/5/17 17:00,2017,1,5,17,0.164,mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,1/5/17 16:00,2017,1,5,16,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/5/17 15:00,2017,1,5,15,0.06,mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,1/5/17 14:00,2017,1,5,14,0.09,mg/m³,169,1 Hr
Ulaanbaatar,PM2.5,1/5/17 13:00,2017,1,5,13,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/5/17 17:00,2017,1,5,17,0.164,mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,1/5/17 16:00,2017,1,5,16,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/5/17 15:00,2017,1,5,15,0.06,mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,1/5/17 14:00,2017,1,5,14,0.09,mg/m³,169,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/5/17 17:00,2017,1,5,17,0.164,mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,1/5/17 16:00,2017,1,5,16,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/5/17 15:00,2017,1,5,15,0.06,mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/5/17 17:00,2017,1,5,17,0.164,mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,1/5/17 16:00,2017,1,5,16,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/5/17 17:00,2017,1,5,17,0.164,mg/m³,214,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
