The U.S. Department of State Data Use Statement at http://: applies to these and all data available from the Ulaanbaatar Mongolia air quality monitoring program.,,,,,,,,,,
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/5/17 18:00,2017,1,5,18,0.129,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 19:00,2017,1,5,19,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 20:00,2017,1,5,20,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/5/17 21:00,2017,1,5,21,0.27,mg/m³,317,1 Hr
Ulaanbaatar,PM2.5,1/5/17 22:00,2017,1,5,22,0.162,mg/m³,212,1 Hr
Ulaanbaatar,PM2.5,1/5/17 23:00,2017,1,5,23,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/6/17 0:00,2017,1,6,0,0.279,mg/m³,324,1 Hr
Ulaanbaatar,PM2.5,1/6/17 1:00,2017,1,6,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 2:00,2017,1,6,2,0.177,mg/m³,227,1 Hr
Ulaanbaatar,PM2.5,1/6/17 3:00,2017,1,6,3,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/6/17 4:00,2017,1,6,4,0.314,mg/m³,352,1 Hr
Ulaanbaatar,PM2.5,1/6/17 5:00,2017,1,6,5,0.274,mg/m³,320,1 Hr
Ulaanbaatar,PM2.5,1/6/17 6:00,2017,1,6,6,0.182,mg/m³,232,1 Hr
Ulaanbaatar,PM2.5,1/6/17 7:00,2017,1,6,7,0.183,mg/m³,233,1 Hr
Ulaanbaatar,PM2.5,1/6/17 8:00,2017,1,6,8,0.157,mg/m³,207,1 Hr
Ulaanbaatar,PM2.5,1/6/17 9:00,2017,1,6,9,0.324,mg/m³,360,1 Hr
Ulaanbaatar,PM2.5,1/6/17 10:00,2017,1,6,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 11:00,2017,1,6,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 12:00,2017,1,6,12,0.312,mg/m³,350,1 Hr
Ulaanbaatar,PM2.5,1/6/17 13:00,2017,1,6,13,0.098,mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,1/6/17 14:00,2017,1,6,14,0.084,mg/m³,166,1 Hr
Ulaanbaatar,PM2.5,1/6/17 15:00,2017,1,6,15,0.063,mg/m³,155,1 Hr
Ulaanbaatar,PM2.5,1/6/17 16:00,2017,1,6,16,0.067,mg/m³,157,1 Hr
Ulaanbaatar,PM2.5,1/6/17 17:00,2017,1,6,17,0.099,mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,1/6/17 18:00,2017,1,6,18,0.103,mg/m³,176,1 Hr
Ulaanbaatar,PM2.5,1/6/17 19:00,2017,1,6,19,0.121,mg/m³,185,1 Hr
Ulaanbaatar,PM2.5,1/6/17 20:00,2017,1,6,20,0.383,mg/m³,407,1 Hr
Ulaanbaatar,PM2.5,1/6/17 21:00,2017,1,6,21,0.287,mg/m³,330,1 Hr
Ulaanbaatar,PM2.5,1/6/17 22:00,2017,1,6,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/6/17 23:00,2017,1,6,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 0:00,2017,1,7,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 1:00,2017,1,7,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 2:00,2017,1,7,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 3:00,2017,1,7,3,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 4:00,2017,1,7,4,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 5:00,2017,1,7,5,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 6:00,2017,1,7,6,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 7:00,2017,1,7,7,0.107,mg/m³,178,1 Hr
Ulaanbaatar,PM2.5,1/7/17 8:00,2017,1,7,8,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 9:00,2017,1,7,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 10:00,2017,1,7,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/7/17 11:00,2017,1,7,11,0.074,mg/m³,161,1 Hr
Ulaanbaatar,PM2.5,1/7/17 12:00,2017,1,7,12,0.086,mg/m³,167,1 Hr
Ulaanbaatar,PM2.5,1/7/17 13:00,2017,1,7,13,0.044,mg/m³,122,1 Hr
Ulaanbaatar,PM2.5,1/7/17 14:00,2017,1,7,14,0.046,mg/m³,127,1 Hr
Ulaanbaatar,PM2.5,1/7/17 15:00,2017,1,7,15,0.061,mg/m³,154,1 Hr
Ulaanbaatar,PM2.5,1/7/17 16:00,2017,1,7,16,0.133,mg/m³,191,1 Hr
Ulaanbaatar,PM2.5,1/7/17 17:00,2017,1,7,17,0.101,mg/m³,174,1 Hr
Ulaanbaatar,PM2.5,1/7/17 18:00,2017,1,7,18,0.111,mg/m³,180,1 Hr
Ulaanbaatar,PM2.5,1/7/17 19:00,2017,1,7,19,0.109,mg/m³,179,1 Hr
Ulaanbaatar,PM2.5,1/7/17 20:00,2017,1,7,20,0.111,mg/m³,180,1 Hr
Ulaanbaatar,PM2.5,1/7/17 21:00,2017,1,7,21,0.109,mg/m³,179,1 Hr
Ulaanbaatar,PM2.5,1/7/17 22:00,2017,1,7,22,0.099,mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,1/7/17 23:00,2017,1,7,23,0.078,mg/m³,163,1 Hr
Ulaanbaatar,PM2.5,1/8/17 0:00,2017,1,8,0,0.074,mg/m³,161,1 Hr
Ulaanbaatar,PM2.5,1/8/17 1:00,2017,1,8,1,0.36,mg/m³,388,1 Hr
Ulaanbaatar,PM2.5,1/8/17 2:00,2017,1,8,2,0.311,mg/m³,349,1 Hr
Ulaanbaatar,PM2.5,1/8/17 3:00,2017,1,8,3,0.495,mg/m³,496,1 Hr
Ulaanbaatar,PM2.5,1/8/17 4:00,2017,1,8,4,0.069,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/8/17 5:00,2017,1,8,5,0.095,mg/m³,171,1 Hr
Ulaanbaatar,PM2.5,1/8/17 6:00,2017,1,8,6,0.095,mg/m³,171,1 Hr
Ulaanbaatar,PM2.5,1/8/17 7:00,2017,1,8,7,0.195,mg/m³,245,1 Hr
Ulaanbaatar,PM2.5,1/8/17 8:00,2017,1,8,8,0.309,mg/m³,348,1 Hr
Ulaanbaatar,PM2.5,1/8/17 9:00,2017,1,8,9,0.253,mg/m³,303,1 Hr
Ulaanbaatar,PM2.5,1/8/17 10:00,2017,1,8,10,0.048,mg/m³,132,1 Hr
Ulaanbaatar,PM2.5,1/8/17 11:00,2017,1,8,11,0.056,mg/m³,151,1 Hr
Ulaanbaatar,PM2.5,1/8/17 12:00,2017,1,8,12,0.035,mg/m³,99,1 Hr
Ulaanbaatar,PM2.5,1/8/17 13:00,2017,1,8,13,0.048,mg/m³,132,1 Hr
Ulaanbaatar,PM2.5,1/8/17 14:00,2017,1,8,14,0.031,mg/m³,91,1 Hr
Ulaanbaatar,PM2.5,1/8/17 15:00,2017,1,8,15,0.028,mg/m³,84,1 Hr
Ulaanbaatar,PM2.5,1/8/17 16:00,2017,1,8,16,0.029,mg/m³,87,1 Hr
Ulaanbaatar,PM2.5,1/8/17 17:00,2017,1,8,17,0.031,mg/m³,91,1 Hr
Ulaanbaatar,PM2.5,1/8/17 18:00,2017,1,8,18,0.054,mg/m³,147,1 Hr
Ulaanbaatar,PM2.5,1/8/17 19:00,2017,1,8,19,0.098,mg/m³,173,1 Hr
Ulaanbaatar,PM2.5,1/8/17 20:00,2017,1,8,20,0.401,mg/m³,421,1 Hr
Ulaanbaatar,PM2.5,1/8/17 21:00,2017,1,8,21,0.285,mg/m³,329,1 Hr
Ulaanbaatar,PM2.5,1/8/17 22:00,2017,1,8,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/8/17 23:00,2017,1,8,23,0.349,mg/m³,380,1 Hr
Ulaanbaatar,PM2.5,1/9/17 0:00,2017,1,9,0,0.408,mg/m³,427,1 Hr
Ulaanbaatar,PM2.5,1/9/17 1:00,2017,1,9,1,0.386,mg/m³,409,1 Hr
Ulaanbaatar,PM2.5,1/9/17 2:00,2017,1,9,2,0.413,mg/m³,431,1 Hr
Ulaanbaatar,PM2.5,1/9/17 3:00,2017,1,9,3,0.233,mg/m³,283,1 Hr
Ulaanbaatar,PM2.5,1/9/17 4:00,2017,1,9,4,0.168,mg/m³,218,1 Hr
Ulaanbaatar,PM2.5,1/9/17 5:00,2017,1,9,5,0.08,mg/m³,164,1 Hr
Ulaanbaatar,PM2.5,1/9/17 6:00,2017,1,9,6,0.167,mg/m³,217,1 Hr
Ulaanbaatar,PM2.5,1/9/17 7:00,2017,1,9,7,0.21,mg/m³,260,1 Hr
Ulaanbaatar,PM2.5,1/9/17 8:00,2017,1,9,8,0.44,mg/m³,452,1 Hr
Ulaanbaatar,PM2.5,1/9/17 9:00,2017,1,9,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/9/17 10:00,2017,1,9,10,0.378,mg/m³,403,1 Hr
Ulaanbaatar,PM2.5,1/9/17 11:00,2017,1,9,11,0.087,mg/m³,167,1 Hr
Ulaanbaatar,PM2.5,1/9/17 12:00,2017,1,9,12,0.059,mg/m³,153,1 Hr
Ulaanbaatar,PM2.5,1/9/17 13:00,2017,1,9,13,0.027,mg/m³,82,1 Hr
Ulaanbaatar,PM2.5,1/9/17 14:00,2017,1,9,14,0.03,mg/m³,89,1 Hr
Ulaanbaatar,PM2.5,1/9/17 15:00,2017,1,9,15,0.031,mg/m³,91,1 Hr
Ulaanbaatar,PM2.5,1/9/17 16:00,2017,1,9,16,0.024,mg/m³,76,1 Hr
Ulaanbaatar,PM2.5,1/9/17 17:00,2017,1,9,17,0.017,mg/m³,61,1 Hr
Ulaanbaatar,PM2.5,1/9/17 18:00,2017,1,9,18,0.025,mg/m³,78,1 Hr
Ulaanbaatar,PM2.5,1/9/17 19:00,2017,1,9,19,0.028,mg/m³,84,1 Hr
Ulaanbaatar,PM2.5,1/9/17 20:00,2017,1,9,20,0.023,mg/m³,74,1 Hr
Ulaanbaatar,PM2.5,1/9/17 21:00,2017,1,9,21,0.03,mg/m³,89,1 Hr
Ulaanbaatar,PM2.5,1/9/17 22:00,2017,1,9,22,0.035,mg/m³,99,1 Hr
Ulaanbaatar,PM2.5,1/9/17 23:00,2017,1,9,23,0.03,mg/m³,89,1 Hr
Ulaanbaatar,PM2.5,1/10/17 0:00,2017,1,10,0,0.365,mg/m³,392,1 Hr
Ulaanbaatar,PM2.5,1/10/17 1:00,2017,1,10,1,0.469,mg/m³,475,1 Hr
Ulaanbaatar,PM2.5,1/10/17 2:00,2017,1,10,2,0.221,mg/m³,271,1 Hr
Ulaanbaatar,PM2.5,1/10/17 3:00,2017,1,10,3,0.108,mg/m³,178,1 Hr
Ulaanbaatar,PM2.5,1/10/17 4:00,2017,1,10,4,0.08,mg/m³,164,1 Hr
Ulaanbaatar,PM2.5,1/10/17 5:00,2017,1,10,5,0.062,mg/m³,154,1 Hr
Ulaanbaatar,PM2.5,1/10/17 6:00,2017,1,10,6,0.056,mg/m³,151,1 Hr
Ulaanbaatar,PM2.5,1/10/17 7:00,2017,1,10,7,0.103,mg/m³,176,1 Hr
Ulaanbaatar,PM2.5,1/10/17 8:00,2017,1,10,8,0.232,mg/m³,282,1 Hr
Ulaanbaatar,PM2.5,1/10/17 9:00,2017,1,10,9,0.339,mg/m³,372,1 Hr
Ulaanbaatar,PM2.5,1/10/17 10:00,2017,1,10,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 11:00,2017,1,10,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 12:00,2017,1,10,12,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 13:00,2017,1,10,13,0.282,mg/m³,326,1 Hr
Ulaanbaatar,PM2.5,1/10/17 14:00,2017,1,10,14,0.286,mg/m³,329,1 Hr
Ulaanbaatar,PM2.5,1/10/17 15:00,2017,1,10,15,0.227,mg/m³,277,1 Hr
Ulaanbaatar,PM2.5,1/10/17 16:00,2017,1,10,16,0.069,mg/m³,158,1 Hr
Ulaanbaatar,PM2.5,1/10/17 17:00,2017,1,10,17,0.035,mg/m³,99,1 Hr
Ulaanbaatar,PM2.5,1/10/17 18:00,2017,1,10,18,0.047,mg/m³,129,1 Hr
Ulaanbaatar,PM2.5,1/10/17 19:00,2017,1,10,19,0.13,mg/m³,189,1 Hr
Ulaanbaatar,PM2.5,1/10/17 20:00,2017,1,10,20,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 21:00,2017,1,10,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 22:00,2017,1,10,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/10/17 23:00,2017,1,10,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 0:00,2017,1,11,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 1:00,2017,1,11,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 2:00,2017,1,11,2,0.263,mg/m³,311,1 Hr
Ulaanbaatar,PM2.5,1/11/17 3:00,2017,1,11,3,0.26,mg/m³,309,1 Hr
Ulaanbaatar,PM2.5,1/11/17 4:00,2017,1,11,4,0.19,mg/m³,240,1 Hr
Ulaanbaatar,PM2.5,1/11/17 5:00,2017,1,11,5,0.251,mg/m³,301,1 Hr
Ulaanbaatar,PM2.5,1/11/17 6:00,2017,1,11,6,0.23,mg/m³,280,1 Hr
Ulaanbaatar,PM2.5,1/11/17 7:00,2017,1,11,7,0.253,mg/m³,303,1 Hr
Ulaanbaatar,PM2.5,1/11/17 8:00,2017,1,11,8,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 9:00,2017,1,11,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 10:00,2017,1,11,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 11:00,2017,1,11,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 12:00,2017,1,11,12,0.264,mg/m³,312,1 Hr
Ulaanbaatar,PM2.5,1/11/17 13:00,2017,1,11,13,0.147,mg/m³,198,1 Hr
Ulaanbaatar,PM2.5,1/11/17 14:00,2017,1,11,14,0.171,mg/m³,221,1 Hr
Ulaanbaatar,PM2.5,1/11/17 15:00,2017,1,11,15,0.259,mg/m³,308,1 Hr
Ulaanbaatar,PM2.5,1/11/17 16:00,2017,1,11,16,0.186,mg/m³,236,1 Hr
Ulaanbaatar,PM2.5,1/11/17 17:00,2017,1,11,17,0.084,mg/m³,166,1 Hr
Ulaanbaatar,PM2.5,1/11/17 18:00,2017,1,11,18,0.119,mg/m³,184,1 Hr
Ulaanbaatar,PM2.5,1/11/17 19:00,2017,1,11,19,0.261,mg/m³,309,1 Hr
Ulaanbaatar,PM2.5,1/11/17 20:00,2017,1,11,20,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 21:00,2017,1,11,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 22:00,2017,1,11,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/11/17 23:00,2017,1,11,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 0:00,2017,1,12,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 1:00,2017,1,12,1,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 2:00,2017,1,12,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 3:00,2017,1,12,3,0.414,mg/m³,431,1 Hr
Ulaanbaatar,PM2.5,1/12/17 4:00,2017,1,12,4,0.391,mg/m³,413,1 Hr
Ulaanbaatar,PM2.5,1/12/17 5:00,2017,1,12,5,0.344,mg/m³,376,1 Hr
Ulaanbaatar,PM2.5,1/12/17 6:00,2017,1,12,6,0.363,mg/m³,391,1 Hr
Ulaanbaatar,PM2.5,1/12/17 7:00,2017,1,12,7,0.156,mg/m³,206,1 Hr
Ulaanbaatar,PM2.5,1/12/17 8:00,2017,1,12,8,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 9:00,2017,1,12,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 10:00,2017,1,12,10,0.288,mg/m³,331,1 Hr
Ulaanbaatar,PM2.5,1/12/17 11:00,2017,1,12,11,0.268,mg/m³,315,1 Hr
Ulaanbaatar,PM2.5,1/12/17 12:00,2017,1,12,12,0.122,mg/m³,185,1 Hr
Ulaanbaatar,PM2.5,1/12/17 13:00,2017,1,12,13,0.1,mg/m³,174,1 Hr
Ulaanbaatar,PM2.5,1/12/17 14:00,2017,1,12,14,0.095,mg/m³,171,1 Hr
Ulaanbaatar,PM2.5,1/12/17 15:00,2017,1,12,15,0.18,mg/m³,230,1 Hr
Ulaanbaatar,PM2.5,1/12/17 16:00,2017,1,12,16,0.256,mg/m³,305,1 Hr
Ulaanbaatar,PM2.5,1/12/17 17:00,2017,1,12,17,0.134,mg/m³,192,1 Hr
Ulaanbaatar,PM2.5,1/12/17 18:00,2017,1,12,18,0.124,mg/m³,186,1 Hr
Ulaanbaatar,PM2.5,1/12/17 19:00,2017,1,12,19,0.185,mg/m³,235,1 Hr
Ulaanbaatar,PM2.5,1/12/17 20:00,2017,1,12,20,0.376,mg/m³,401,1 Hr
Ulaanbaatar,PM2.5,1/12/17 21:00,2017,1,12,21,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 22:00,2017,1,12,22,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/12/17 23:00,2017,1,12,23,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 0:00,2017,1,13,0,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 1:00,2017,1,13,1,0.265,mg/m³,313,1 Hr
Ulaanbaatar,PM2.5,1/13/17 2:00,2017,1,13,2,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 3:00,2017,1,13,3,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 4:00,2017,1,13,4,0.347,mg/m³,378,1 Hr
Ulaanbaatar,PM2.5,1/13/17 5:00,2017,1,13,5,0.408,mg/m³,427,1 Hr
Ulaanbaatar,PM2.5,1/13/17 6:00,2017,1,13,6,0.272,mg/m³,318,1 Hr
Ulaanbaatar,PM2.5,1/13/17 7:00,2017,1,13,7,0.19,mg/m³,240,1 Hr
Ulaanbaatar,PM2.5,1/13/17 8:00,2017,1,13,8,0.267,mg/m³,314,1 Hr
Ulaanbaatar,PM2.5,1/13/17 9:00,2017,1,13,9,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 10:00,2017,1,13,10,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 11:00,2017,1,13,11,,mg/m³,,1 Hr
Ulaanbaatar,PM2.5,1/13/17 12:00,2017,1,13,12,0.042,mg/m³,117,1 Hr
Ulaanbaatar,PM2.5,1/13/17 13:00,2017,1,13,13,0.036,mg/m³,102,1 Hr
Ulaanbaatar,PM2.5,1/13/17 14:00,2017,1,13,14,0.038,mg/m³,107,1 Hr
Ulaanbaatar,PM2.5,1/13/17 15:00,2017,1,13,15,0.026,mg/m³,80,1 Hr
Ulaanbaatar,PM2.5,1/13/17 16:00,2017,1,13,16,0.037,mg/m³,105,1 Hr
Ulaanbaatar,PM2.5,1/13/17 17:00,2017,1,13,17,0.047,mg/m³,129,1 Hr
